,Married/Single,House_Ownership,Car_Ownership,CITY,Age,Experience,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_feature
246055,1,2,1,205,35,17,6,12,1
80819,1,2,0,66,57,6,6,11,1
206269,1,2,0,305,77,19,13,10,1
89110,1,2,1,137,45,14,4,10,1
220489,1,0,0,211,63,8,8,10,1
118,1,2,0,87,28,4,4,13,1
245299,1,2,0,17,64,20,5,11,1
53328,1,2,0,199,30,13,13,13,1
37215,1,2,1,194,49,8,8,12,1
196961,1,2,1,191,39,10,10,13,1
62477,1,2,0,117,46,10,10,12,1
38820,1,1,0,170,43,1,1,13,1
231016,1,2,0,254,64,1,1,14,1
213381,1,2,0,74,70,14,10,11,1
143747,0,2,1,60,43,15,5,11,1
49058,1,2,0,15,60,12,12,12,1
241553,1,2,0,269,58,1,1,10,1
123481,1,2,1,217,61,13,6,13,1
70382,1,2,1,192,41,11,7,14,1
232526,1,1,0,242,53,10,10,11,1
20448,1,2,0,292,35,4,4,10,1
35270,1,2,1,308,49,3,3,12,1
66930,0,2,0,132,77,1,1,13,1
175046,1,2,0,57,79,14,13,10,1
39336,1,2,0,45,36,17,14,13,1
209674,1,2,0,75,27,12,5,10,1
210857,1,2,0,65,21,13,11,12,1
206357,1,2,0,32,27,10,10,11,1
71479,1,2,0,38,40,16,4,12,1
1250,1,2,1,203,79,1,1,13,1
3948,1,2,0,178,71,12,4,10,1
38220,1,2,0,186,50,11,11,11,1
53568,1,2,1,163,72,6,6,14,1
214346,1,2,1,160,46,17,13,11,1
230558,0,2,0,275,78,19,7,11,1
74086,1,2,0,28,21,11,6,10,1
45946,1,2,0,310,28,3,3,11,1
7380,1,2,0,285,54,6,6,14,1
205712,1,2,0,186,50,11,11,11,1
13413,1,2,0,119,65,9,5,13,1
51146,1,2,1,54,64,4,4,11,1
230402,1,2,0,82,30,16,14,14,1
10636,1,2,1,229,26,16,7,13,1
127876,1,2,0,119,45,0,0,13,1
216036,1,2,1,250,37,20,7,11,1
12091,1,2,0,154,32,12,5,13,1
22564,1,2,0,146,51,2,2,11,1
11225,1,2,0,73,71,3,3,13,1
157699,1,2,0,208,55,1,1,11,1
148574,1,2,0,47,61,13,11,12,1
246802,1,2,1,104,44,5,5,12,1
141779,1,2,1,69,23,20,11,12,1
231793,1,2,1,168,24,7,7,11,1
210805,1,2,0,14,66,20,11,11,1
68491,1,0,0,134,62,8,5,13,1
223282,1,2,0,79,30,4,3,14,1
216591,1,2,1,88,27,3,3,12,1
238406,1,1,0,206,56,8,8,11,1
75928,1,2,0,73,53,17,4,14,1
142910,1,2,0,153,65,12,7,14,1
41805,1,2,0,180,60,14,10,12,1
43338,1,2,1,192,41,11,7,14,1
166664,0,2,0,66,27,4,4,11,1
45430,1,2,0,270,70,20,7,13,1
36609,0,2,1,243,29,20,3,14,1
109147,1,1,0,264,52,10,10,10,1
225065,1,2,0,293,50,4,3,13,1
53155,1,2,0,203,77,15,11,10,1
207315,1,2,1,55,30,15,4,10,1
221039,0,2,0,136,50,17,7,12,1
199680,1,2,1,195,66,17,12,13,1
183302,1,2,1,44,68,11,3,13,1
237671,1,2,0,220,37,4,3,11,1
176067,1,2,0,107,21,17,13,12,1
208259,1,2,1,285,30,1,1,12,1
172884,1,2,0,301,64,1,1,10,1
249787,1,2,1,229,42,19,10,10,1
237195,1,2,0,282,61,14,9,13,1
213437,0,2,1,27,40,10,9,12,1
40276,1,1,0,169,38,19,3,10,1
2347,1,2,0,222,71,5,3,10,1
188246,1,2,0,77,22,19,3,13,1
206810,1,2,0,5,54,17,10,11,1
180066,1,2,0,185,56,2,2,11,1
180310,1,2,1,200,66,1,1,11,1
187475,1,2,0,28,21,11,6,10,1
32943,1,2,1,240,73,8,8,12,1
10551,1,2,0,281,42,10,8,10,1
142819,1,2,0,185,76,9,9,11,1
152503,1,2,0,305,42,0,0,10,1
247444,1,2,1,85,55,8,3,12,1
224705,0,2,0,212,43,2,2,14,1
85040,1,2,1,232,62,3,3,12,1
35951,1,2,0,238,68,20,11,13,1
206000,1,2,1,204,58,10,10,14,1
212787,1,2,1,271,53,16,3,10,1
250422,1,2,1,53,50,19,10,12,1
228621,1,2,1,0,63,20,5,11,1
49197,1,2,0,175,33,16,8,12,1
28717,1,2,0,292,24,0,0,11,1
215701,1,2,0,0,22,12,7,11,1
244309,1,2,0,148,34,17,8,10,1
112484,1,2,1,145,25,12,11,14,1
250516,1,2,0,79,24,1,1,10,1
9921,1,2,0,271,73,0,0,14,1
128896,1,2,1,80,52,1,1,13,1
52013,1,2,0,125,66,2,2,10,1
2552,1,2,0,124,76,10,10,13,1
235414,1,2,0,211,67,18,13,12,1
37715,1,2,0,178,48,6,6,10,1
215463,1,2,1,83,44,9,8,10,1
88934,1,2,0,124,76,10,10,13,1
237100,1,2,0,243,67,17,10,14,1
3780,1,2,1,316,37,6,5,11,1
25115,1,2,0,57,45,9,9,10,1
211924,1,2,0,265,59,17,14,11,1
3783,1,2,1,53,28,2,2,13,1
34862,1,2,0,124,76,10,10,13,1
138751,1,2,1,316,37,6,5,11,1
142270,0,2,0,117,53,12,7,12,1
21072,1,2,0,138,78,13,11,11,1
17416,1,2,0,294,26,17,12,11,1
44878,1,2,0,223,39,11,8,13,1
6917,1,2,0,166,63,0,0,10,1
142158,1,0,1,274,67,10,10,10,1
160607,1,2,1,14,31,0,0,11,1
230563,1,2,0,315,29,19,6,13,1
205234,1,2,0,284,39,6,6,14,1
213159,1,2,0,6,48,1,1,11,1
196740,1,2,0,104,32,12,9,11,1
144225,1,2,1,163,48,5,5,11,1
88774,1,2,0,200,60,9,9,12,1
109506,1,2,0,306,47,20,12,13,1
24255,1,2,0,74,79,17,13,12,1
213228,1,2,0,296,27,16,10,11,1
224882,1,2,0,214,22,13,9,12,1
176051,1,2,0,19,45,15,6,12,1
212518,1,2,0,101,48,6,6,10,1
46758,1,2,0,65,35,1,1,14,1
135007,1,2,0,75,25,16,13,13,1
51509,1,2,0,181,24,2,2,14,1
19216,1,2,0,181,41,1,1,12,1
18570,0,2,0,14,28,8,8,13,1
213611,1,2,0,299,73,15,3,12,1
70779,1,2,1,80,42,20,14,13,1
148721,1,2,0,310,29,9,6,12,1
251191,1,2,0,79,76,3,3,13,1
240421,1,2,0,77,43,1,1,10,1
20556,1,2,0,79,54,16,14,11,1
181069,1,2,0,207,64,15,11,12,1
198296,1,2,0,136,22,13,13,13,1
145804,1,2,0,118,39,18,13,13,1
232270,1,2,0,283,38,16,8,13,1
36455,1,2,0,305,31,14,9,13,1
5941,1,2,0,160,46,1,1,10,1
249467,1,2,1,238,75,11,11,10,1
78674,1,2,0,198,28,14,13,12,1
221471,1,2,0,222,31,2,2,14,1
182613,1,2,0,2,27,10,8,11,1
229680,1,2,0,138,27,8,6,11,1
122931,1,2,0,192,54,2,2,10,1
91264,1,2,0,105,45,9,9,10,1
23817,1,2,0,175,37,0,0,13,1
84946,1,2,0,231,57,18,10,13,1
173513,1,2,1,82,68,7,7,13,1
81723,1,2,0,267,40,13,3,14,1
85816,1,2,0,81,33,2,2,14,1
186684,1,2,1,71,24,10,5,11,1
237281,0,2,1,304,71,13,7,11,1
215020,1,2,1,272,45,10,8,10,1
243994,1,2,0,199,39,17,11,11,1
19726,1,2,0,193,78,15,14,12,1
228040,0,2,0,99,67,0,0,10,1
231088,1,2,0,294,26,1,1,13,1
249083,1,2,0,242,38,0,0,10,1
54262,1,2,0,214,26,5,5,14,1
230051,1,2,0,50,36,19,4,11,1
248225,1,2,0,137,64,5,5,11,1
171094,1,2,1,53,28,2,2,13,1
21185,1,1,0,161,26,10,10,12,1
36738,1,2,0,79,54,16,14,11,1
141499,1,2,0,226,36,18,13,14,1
79918,1,2,0,28,63,15,7,12,1
247644,1,2,0,316,79,5,4,13,1
224060,1,2,1,281,76,5,5,13,1
83639,1,2,0,231,35,9,5,11,1
123212,1,2,0,79,54,16,14,11,1
178199,1,2,0,118,39,18,13,13,1
9899,0,2,0,86,62,15,4,10,1
141843,1,2,1,114,69,7,7,13,1
78525,1,2,0,79,24,1,1,10,1
24016,1,2,0,238,22,3,3,13,1
230678,1,2,0,193,30,6,6,13,1
210524,1,2,0,68,62,5,5,10,1
236030,1,2,0,252,30,12,12,10,1
234801,1,2,0,147,70,7,7,13,1
36813,1,2,1,138,38,13,4,12,1
162695,1,2,0,245,65,3,3,12,1
77032,1,2,0,22,35,16,13,13,1
216063,0,2,0,30,63,16,7,12,1
209302,1,2,0,113,62,5,5,12,1
76130,1,2,0,163,55,15,12,12,1
229992,1,0,0,241,23,15,10,10,1
33018,1,2,1,314,36,8,8,11,1
251371,1,2,0,258,25,3,3,10,1
62415,1,1,0,162,52,8,4,13,1
222396,1,2,0,102,34,5,5,11,1
238407,1,2,0,256,32,2,2,13,1
230579,1,2,0,37,74,2,2,12,1
234593,1,2,0,212,28,15,3,14,1
173127,1,2,1,188,61,9,9,10,1
44523,1,2,0,6,37,4,4,11,1
40020,1,2,0,278,70,3,3,11,1
34583,1,2,1,82,48,5,5,11,1
82456,0,2,0,191,52,15,13,13,1
249720,1,2,0,132,46,19,14,14,1
52575,1,2,0,162,33,19,10,13,1
845,1,2,0,308,68,20,14,10,1
143227,1,2,1,266,55,8,8,12,1
7567,1,2,0,139,69,8,6,14,1
48583,1,2,1,285,24,5,5,13,1
43038,1,2,0,62,48,11,11,14,1
3198,1,2,0,289,28,9,7,14,1
234234,1,2,1,290,24,3,3,10,1
245291,1,2,0,51,38,14,10,10,1
8887,1,2,1,195,50,6,6,10,1
82730,0,2,1,1,61,6,6,11,1
238739,1,2,0,104,65,7,5,14,1
111960,1,2,0,178,71,12,4,10,1
231769,1,2,0,240,32,17,6,14,1
3924,1,2,0,136,22,13,13,13,1
63863,1,2,0,75,27,12,5,10,1
92547,1,2,0,240,31,0,0,14,1
45311,1,1,0,134,75,20,7,13,1
24931,0,2,0,298,45,19,14,13,1
18335,1,2,0,139,69,8,6,14,1
222302,0,2,0,128,38,18,7,14,1
183515,1,2,0,112,39,9,6,10,1
222179,1,2,0,169,65,6,6,12,1
4432,1,1,0,61,64,12,10,11,1
141182,1,2,1,32,54,13,13,12,1
181110,1,2,0,310,29,9,6,12,1
139733,0,2,0,216,71,14,12,10,1
218418,1,2,0,249,68,14,4,14,1
219951,1,2,1,309,45,20,12,14,1
136650,1,2,0,177,47,7,7,14,1
248358,1,2,0,88,29,4,4,12,1
66184,1,2,0,266,56,15,8,12,1
22903,1,2,0,153,26,2,2,11,1
173507,1,2,0,240,31,0,0,14,1
121893,1,2,0,97,27,1,1,12,1
228148,1,0,0,242,32,1,1,13,1
231095,1,2,0,136,53,6,6,12,1
247786,0,2,0,178,39,3,3,13,1
210248,1,2,0,201,79,3,3,13,1
148875,1,2,0,117,46,10,10,12,1
35269,1,2,0,79,77,9,3,14,1
196139,1,1,0,226,60,18,11,11,1
230325,0,2,1,135,70,4,4,10,1
181852,1,0,0,134,62,8,5,13,1
116392,1,2,0,77,23,14,9,12,1
144375,1,2,0,303,59,12,4,11,1
47162,1,2,0,303,59,12,4,11,1
122579,1,2,1,113,61,10,5,11,1
229334,1,2,0,35,42,2,2,10,1
90697,1,2,0,303,33,20,6,11,1
151647,1,2,0,237,53,2,2,10,1
110746,1,2,0,58,62,4,4,10,1
59590,1,2,0,82,29,0,0,11,1
44686,1,2,0,289,21,7,5,13,1
75147,1,2,0,215,54,16,14,11,1
88807,1,2,1,295,69,16,7,13,1
221902,1,2,0,262,27,10,10,11,1
35034,1,2,1,137,45,14,4,10,1
223502,1,2,1,2,47,3,3,10,1
175936,1,2,0,273,65,7,7,14,1
135206,1,2,0,53,49,14,12,14,1
70868,1,2,0,285,76,9,4,10,1
247799,1,2,0,46,29,2,2,11,1
3895,1,2,1,272,25,6,6,12,1
84748,1,2,1,160,46,17,13,11,1
119662,1,2,1,243,46,6,4,11,1
144835,1,2,0,91,23,15,4,12,1
241403,1,2,1,226,71,5,5,11,1
239813,1,2,1,242,35,19,11,14,1
138173,1,2,0,273,65,7,7,14,1
2622,1,2,0,103,41,8,8,12,1
239223,0,2,0,245,29,0,0,12,1
65493,1,2,0,267,40,13,3,14,1
233356,1,2,0,31,78,10,5,10,1
238292,1,2,1,167,40,0,0,12,1
151045,1,2,0,0,68,5,5,14,1
246289,1,2,1,238,76,13,3,14,1
36420,1,2,1,166,73,2,2,13,1
214507,1,2,0,28,21,11,6,10,1
47430,1,2,0,33,44,11,6,14,1
80507,1,2,0,105,45,9,9,10,1
40827,1,2,0,117,46,10,10,12,1
117867,1,2,0,75,27,12,5,10,1
40432,1,2,0,156,47,9,4,11,1
248094,1,2,0,197,77,10,9,14,1
79433,1,2,0,126,38,9,7,14,1
182865,1,2,1,80,52,1,1,13,1
143545,1,2,0,273,65,7,7,14,1
78919,1,2,0,19,45,15,6,12,1
220956,1,2,1,177,69,10,7,14,1
216505,1,2,1,68,79,11,7,11,1
109752,1,2,0,13,22,19,11,11,1
64288,1,2,1,217,72,0,0,10,1
143149,1,2,0,74,70,14,10,11,1
39788,1,1,0,123,31,9,9,10,1
2564,1,2,0,135,73,4,4,10,1
216089,1,2,0,142,50,20,5,14,1
225283,1,2,0,51,63,6,6,11,1
29923,1,2,1,119,21,2,2,11,1
83460,1,2,0,185,76,9,9,11,1
149749,1,2,0,114,44,7,5,13,1
210482,1,2,0,243,61,13,4,11,1
214674,1,2,0,131,67,5,3,10,1
53474,1,0,0,41,49,3,3,10,1
177260,1,2,1,226,50,3,3,13,1
10157,1,2,0,199,30,13,13,13,1
109360,1,2,0,235,62,5,5,13,1
45748,1,2,0,91,79,10,3,12,1
220359,1,2,0,177,61,9,8,14,1
137387,1,2,0,224,69,4,4,10,1
121090,1,2,0,278,70,3,3,11,1
39265,1,2,0,270,51,14,4,13,1
179935,1,2,0,308,44,19,14,12,1
86824,1,2,0,106,23,2,2,10,1
198865,1,2,1,138,38,13,4,12,1
245414,1,2,0,120,54,0,0,12,1
86970,1,2,0,102,74,3,3,13,1
10082,1,2,0,126,55,9,4,14,1
140232,1,2,1,229,26,16,7,13,1
90278,1,2,0,28,21,11,6,10,1
136809,1,2,0,126,69,16,14,14,1
128260,1,2,0,3,76,3,3,12,1
110162,1,2,1,198,54,4,4,14,1
53171,1,2,0,234,50,19,11,11,1
178814,1,2,1,212,23,16,6,10,1
251981,1,2,0,161,47,2,2,12,1
13504,1,2,0,11,61,14,10,12,1
68083,1,2,0,196,24,15,8,13,1
118824,1,2,0,75,25,16,13,13,1
10518,1,2,0,103,57,0,0,10,1
250234,1,2,0,115,39,15,9,11,1
231075,0,2,1,64,24,16,10,14,1
209698,1,2,0,41,67,19,7,14,1
223469,0,1,0,287,49,19,6,11,1
39286,1,2,0,84,57,2,2,11,1
229654,1,2,1,167,46,6,6,12,1
222681,1,2,0,44,48,6,6,10,1
62915,1,2,0,117,27,20,12,14,1
124693,1,2,0,237,53,2,2,10,1
247507,1,2,0,182,48,2,2,14,1
222752,1,2,0,32,49,0,0,14,1
222162,1,0,1,175,23,2,2,14,1
15653,1,1,0,141,34,10,10,10,1
61798,1,1,0,230,36,14,12,13,1
69825,1,2,0,138,56,16,3,14,1
235841,1,2,0,147,23,20,4,12,1
86188,1,2,0,51,36,10,10,14,1
50793,1,2,0,66,30,3,3,11,1
212144,1,2,0,39,47,6,6,12,1
56768,1,2,0,305,24,16,9,10,1
215408,1,2,0,31,64,12,11,12,1
194688,1,2,0,272,43,20,14,11,1
138551,1,2,0,193,78,15,14,12,1
232897,1,2,1,136,51,12,3,12,1
6819,1,2,1,155,62,20,7,10,1
188396,0,2,0,247,29,3,3,14,1
51360,1,2,0,310,28,3,3,11,1
219949,0,2,0,273,51,20,10,14,1
175919,1,2,0,258,63,15,12,12,1
50064,1,2,0,27,30,20,11,14,1
207482,1,0,0,123,40,2,2,14,1
121346,1,2,0,295,33,18,5,13,1
121062,1,2,0,177,32,13,6,11,1
86881,1,2,0,253,54,7,7,11,1
251879,1,2,1,251,31,19,10,10,1
225181,1,0,0,142,51,3,3,11,1
52895,1,2,0,55,64,10,10,10,1
38430,1,2,0,266,76,2,2,12,1
127089,1,2,1,207,49,2,2,10,1
113326,1,2,0,79,37,15,10,14,1
17630,1,2,0,289,23,15,4,10,1
198841,1,2,1,64,40,9,7,11,1
141427,0,2,0,136,75,13,13,12,1
227854,0,2,0,200,46,10,8,11,1
224793,1,1,1,272,77,5,5,13,1
39089,1,2,0,235,62,5,5,13,1
241482,1,2,1,211,61,17,13,10,1
113292,1,2,1,70,48,19,3,14,1
234283,1,2,0,131,40,6,6,14,1
36271,1,2,1,261,56,19,3,10,1
67060,1,2,0,160,32,3,3,11,1
246017,0,1,0,163,47,6,6,11,1
224065,0,2,0,179,75,15,14,13,1
47376,1,1,0,116,54,5,5,12,1
35552,1,2,1,72,74,2,2,12,1
207572,1,2,0,166,49,1,1,10,1
91697,1,2,0,102,28,16,7,14,1
148901,1,2,0,270,54,18,5,13,1
109806,1,2,0,205,55,20,8,13,1
17441,1,2,0,245,24,11,8,12,1
251293,1,2,1,275,24,5,5,13,1
141188,0,2,0,97,69,2,2,13,1
140399,1,2,0,217,59,16,9,11,1
71316,1,2,0,250,24,17,8,10,1
122026,1,2,0,231,61,10,5,11,1
223597,1,2,1,261,46,6,6,12,1
47748,1,2,0,203,77,15,11,10,1
76515,1,2,0,90,67,10,3,12,1
232674,1,2,1,13,58,9,9,13,1
138854,1,2,0,104,26,13,3,10,1
222586,1,2,0,219,52,5,5,12,1
249591,1,2,0,153,70,19,8,14,1
166163,1,2,0,126,78,4,4,10,1
173046,1,2,0,139,72,15,7,12,1
68079,1,2,0,248,65,6,6,12,1
142020,1,2,0,177,47,7,7,14,1
178404,1,2,1,222,78,2,2,10,1
140676,1,2,0,272,43,20,14,11,1
164800,1,2,0,281,50,4,4,12,1
250493,1,2,0,176,27,4,4,14,1
68447,1,2,0,57,48,14,11,12,1
12033,1,2,0,270,26,19,12,13,1
20056,1,2,0,266,53,15,5,13,1
120542,1,2,1,48,41,6,3,13,1
227071,1,2,0,302,34,7,7,11,1
241813,0,2,1,12,76,11,5,14,1
229211,1,2,0,133,33,17,6,11,1
249144,1,2,1,37,32,15,11,12,1
246699,0,2,0,222,54,12,7,11,1
1828,1,2,0,292,24,0,0,11,1
148327,1,2,0,13,46,13,9,10,1
213998,0,2,1,60,43,15,5,11,1
209311,1,2,1,14,31,0,0,11,1
93603,1,2,0,33,33,1,1,12,1
68721,1,2,0,136,22,13,13,13,1
78217,0,2,0,170,41,0,0,10,1
26673,1,2,0,51,36,10,10,14,1
86182,1,2,0,215,78,11,11,14,1
144352,1,2,0,23,70,20,4,12,1
239857,1,2,0,175,31,7,5,11,1
229854,1,2,1,199,49,1,1,11,1
141110,1,2,0,257,35,1,1,11,1
179709,1,2,0,289,21,7,5,13,1
241785,1,2,0,72,39,18,14,10,1
74649,1,2,0,2,27,10,8,11,1
63881,1,2,1,34,50,3,3,11,1
247213,1,2,0,6,24,11,11,14,1
48349,1,1,1,291,21,6,6,10,1
141592,1,2,1,203,79,1,1,13,1
224289,1,2,0,234,52,15,9,11,1
13462,1,2,0,156,47,9,4,11,1
234308,1,2,0,56,33,7,7,11,1
240011,1,2,0,79,76,9,9,11,1
218512,1,2,0,131,63,2,2,13,1
241901,1,2,0,263,44,3,3,13,1
224037,1,2,1,98,29,18,11,14,1
18838,1,2,0,109,30,19,7,14,1
231306,1,2,0,9,60,6,6,11,1
228571,1,2,0,33,69,18,4,12,1
216599,1,2,1,166,72,10,8,13,1
242986,1,2,0,268,66,0,0,13,1
112125,1,2,1,14,31,0,0,11,1
83334,1,2,0,222,71,5,3,10,1
41330,1,2,0,168,29,15,6,12,1
110153,1,2,1,140,30,13,12,11,1
180875,1,2,1,172,38,13,9,12,1
141830,0,2,0,275,74,17,9,12,1
211363,1,2,0,146,55,13,13,14,1
214608,1,2,0,288,53,4,4,11,1
138283,1,2,0,114,58,2,2,14,1
217931,1,2,0,223,51,6,6,10,1
21680,1,2,0,137,77,3,3,10,1
89787,1,2,0,141,61,19,8,14,1
21888,1,2,0,304,32,11,11,11,1
218545,1,2,0,144,22,12,11,12,1
213268,1,2,0,212,42,9,4,10,1
213005,1,2,0,183,71,18,13,10,1
138101,1,2,0,263,59,19,11,10,1
89942,1,2,1,95,26,0,0,12,1
247473,1,2,0,169,34,9,3,11,1
89124,1,2,0,277,79,10,10,11,1
210242,1,2,0,220,79,13,13,10,1
121569,1,2,0,184,29,17,10,11,1
229544,1,2,0,67,36,1,1,11,1
208633,0,2,0,76,78,9,9,10,1
198266,1,2,0,28,21,11,6,10,1
176699,1,2,0,45,60,7,4,14,1
40068,1,2,0,142,57,12,12,10,1
222814,0,2,0,135,56,19,5,11,1
189607,1,2,1,220,22,20,10,12,1
111564,1,2,0,140,39,8,5,13,1
162140,1,2,1,222,78,2,2,10,1
175160,1,2,1,295,69,16,7,13,1
63444,1,2,0,125,74,5,5,11,1
150783,1,2,0,21,23,16,5,10,1
246060,0,2,0,267,23,1,1,11,1
4958,1,2,1,42,57,11,8,12,1
83973,1,2,0,207,52,1,1,12,1
11318,1,2,0,226,27,11,6,12,1
176953,1,2,0,85,40,7,7,14,1
37217,1,2,0,148,70,11,3,13,1
2026,1,0,1,225,71,6,6,11,1
7450,1,2,1,57,79,6,6,11,1
213309,1,2,0,74,79,17,13,12,1
110047,1,2,0,15,38,10,10,12,1
120654,1,2,1,283,49,3,3,10,1
73462,1,2,0,112,31,17,8,14,1
45935,1,2,0,312,55,4,4,12,1
2359,1,2,0,23,24,3,3,10,1
182650,1,2,0,234,77,1,1,11,1
121046,0,1,0,309,43,4,4,13,1
239288,1,2,0,257,44,9,9,14,1
364,1,2,0,304,32,11,11,11,1
208706,0,2,0,45,54,13,10,14,1
223736,1,2,0,34,54,7,7,11,1
127667,1,2,0,125,66,2,2,10,1
121916,1,2,1,71,24,10,5,11,1
135138,1,0,0,191,69,17,11,11,1
222287,1,2,0,99,26,11,3,12,1
23436,1,2,0,281,45,20,4,10,1
69473,1,2,1,193,26,6,6,12,1
192621,1,2,0,202,23,15,10,14,1
240808,1,1,0,121,29,2,2,10,1
225478,1,2,0,142,37,17,11,11,1
112518,1,2,1,226,50,3,3,13,1
139941,1,2,1,35,29,5,5,14,1
149466,1,2,0,4,50,9,6,12,1
147313,1,2,0,39,47,6,6,12,1
65460,1,2,0,285,76,9,4,10,1
135057,1,2,0,277,65,8,8,12,1
207329,0,2,0,132,77,1,1,13,1
43498,1,0,0,104,55,9,9,14,1
137028,1,2,0,27,66,19,8,12,1
66920,1,2,0,255,47,2,2,10,1
21094,1,2,0,263,26,17,9,10,1
238643,1,2,0,251,69,12,12,14,1
141918,1,2,0,303,22,17,14,14,1
241082,1,2,0,240,65,15,13,10,1
113303,1,2,0,258,61,6,6,12,1
208973,1,2,0,185,26,18,10,11,1
222524,0,2,1,9,30,6,6,10,1
144898,1,2,0,271,73,0,0,14,1
109853,1,2,1,283,49,3,3,10,1
80640,0,2,0,112,33,17,6,11,1
34144,1,2,1,303,63,12,10,13,1
207858,0,2,0,286,31,3,3,11,1
228406,0,2,0,121,30,8,8,10,1
34453,1,2,0,203,33,17,12,11,1
3644,1,2,0,202,23,15,10,14,1
7384,1,2,1,76,30,6,6,13,1
187389,1,2,0,205,27,14,5,13,1
1762,1,2,0,221,37,14,3,12,1
78243,1,2,0,145,47,4,4,12,1
144022,1,2,0,75,46,11,4,14,1
111834,1,2,0,126,38,9,7,14,1
109031,1,2,1,121,27,10,10,10,1
146545,1,2,0,240,31,0,0,14,1
50708,1,2,1,61,40,5,5,12,1
81324,1,2,0,218,63,9,9,13,1
41227,0,0,0,153,39,6,4,12,1
228266,1,2,0,70,44,9,9,13,1
70288,1,2,0,87,28,4,4,13,1
37635,1,2,0,258,61,6,6,12,1
36537,1,2,0,307,25,4,4,12,1
230596,1,2,0,147,25,5,4,13,1
182735,1,2,0,153,24,15,11,12,1
247919,1,2,0,293,57,13,10,11,1
112016,1,2,0,23,70,20,4,12,1
45925,1,2,0,74,70,14,10,11,1
14137,1,2,0,286,66,7,6,12,1
194657,1,2,1,13,61,0,0,11,1
137391,1,2,0,31,32,11,5,12,1
250274,0,2,1,28,68,2,2,13,1
13192,1,2,0,122,75,15,10,11,1
26427,0,1,0,121,54,3,3,12,1
206701,1,2,0,309,26,2,2,10,1
197151,1,2,1,195,65,13,11,12,1
67387,1,2,1,191,39,10,10,13,1
4334,1,2,1,188,52,11,10,11,1
188586,1,2,1,26,27,15,13,10,1
231473,1,2,0,184,28,15,7,11,1
142173,1,2,1,303,63,12,10,13,1
42662,1,0,0,41,49,3,3,10,1
67891,1,2,0,50,49,1,1,11,1
227736,1,2,0,113,38,11,10,12,1
197969,1,2,0,57,45,9,9,10,1
225335,1,2,1,202,41,11,9,12,1
174990,1,2,0,143,68,1,1,14,1
237849,1,1,0,99,57,5,5,10,1
122758,1,2,0,249,21,0,0,10,1
171636,1,2,0,186,21,0,0,12,1
220641,0,2,0,208,64,15,5,13,1
1993,1,2,0,228,33,20,6,13,1
108538,1,2,0,113,25,8,3,13,1
169399,1,2,0,93,24,11,6,14,1
80505,1,2,0,268,46,9,5,10,1
198019,1,1,0,219,60,10,4,11,1
244471,1,2,0,63,43,5,3,11,1
141699,1,2,1,316,38,4,4,14,1
9050,1,2,0,174,39,12,10,14,1
5278,1,2,0,19,42,7,7,14,1
40067,1,2,0,23,24,3,3,10,1
251366,1,2,0,214,58,6,6,13,1
69737,1,2,0,47,60,18,3,13,1
41686,1,2,0,249,21,0,0,10,1
29294,1,2,1,124,26,7,7,13,1
217259,1,2,0,153,41,12,5,12,1
247872,0,2,0,242,59,4,4,13,1
119247,1,2,0,100,69,11,11,10,1
215178,0,2,0,241,25,16,6,10,1
152487,1,2,1,316,38,4,4,14,1
108304,1,2,0,218,63,9,9,13,1
224157,0,2,0,180,43,7,7,12,1
44375,1,2,0,169,56,5,5,14,1
87160,1,2,1,19,58,13,5,13,1
20710,1,2,0,158,27,5,5,14,1
250136,1,2,1,27,64,8,6,11,1
180051,0,2,0,313,33,6,6,12,1
205372,0,2,0,227,25,7,7,13,1
138487,1,2,1,195,50,6,6,10,1
219725,1,2,0,82,58,17,4,13,1
139359,1,2,0,284,28,16,14,11,1
237176,1,2,0,140,48,1,1,13,1
235315,1,2,0,227,28,7,7,13,1
236964,1,2,0,11,40,14,5,12,1
35176,0,2,0,93,51,15,13,14,1
137950,1,2,0,295,75,7,7,10,1
6280,1,1,1,228,29,19,6,14,1
43620,1,2,0,128,50,6,6,13,1
90919,1,2,0,271,73,0,0,14,1
220175,1,2,1,305,77,20,13,11,1
78962,1,2,0,2,32,15,3,12,1
35209,1,2,1,207,49,2,2,10,1
225677,1,2,1,276,63,10,10,13,1
3112,1,2,0,50,49,1,1,11,1
66995,1,1,1,48,75,10,10,11,1
214645,1,2,1,232,62,3,3,12,1
160075,1,2,1,95,26,0,0,12,1
9252,1,2,1,191,63,20,6,13,1
91229,1,2,1,159,35,20,4,12,1
121416,0,2,0,308,51,17,6,13,1
167464,0,2,0,227,25,7,7,13,1
24206,1,2,0,212,42,9,4,10,1
220868,1,2,1,200,68,10,5,13,1
178899,1,2,0,135,36,15,10,12,1
61991,1,2,0,231,35,9,5,11,1
238408,1,2,1,161,31,12,12,10,1
18950,1,2,0,47,61,13,11,12,1
212693,0,2,0,274,38,14,3,14,1
247624,1,2,1,195,30,17,6,13,1
237399,1,2,0,55,60,6,6,13,1
199338,1,2,0,141,77,14,10,14,1
205573,1,0,0,104,55,9,9,14,1
231560,1,2,1,251,73,11,11,14,1
80956,1,2,0,281,27,9,5,11,1
88406,1,2,0,285,54,6,6,14,1
24712,1,2,0,273,65,7,7,14,1
